Time (min),Cyanobacterial cell count,wastewater concentration (Ci),Sonicator power density,Concentration of H2O2,Volume (mL),Solution pH,final count/0.5 mL,final count/mL,Particles/mL,Area (ABD) Mean,Area (ABD) Min,Area (ABD) Max,Area (Filled) Mean,Area (Filled) Min,Area (Filled) Max,Aspect Ratio Mean,Aspect Ratio Min,Aspect Ratio Max,Circle Fit Mean,Circle Fit Min,Circle Fit Max,Circularity Mean,Circularity Min,Circularity Max,Circularity (Hu) Mean,Circularity (Hu) Min,Circularity (Hu) Max,Compactness Mean,Compactness Min,Compactness Max,Convex Perimeter Mean,Convex Perimeter Min,Convex Perimeter Max,Convexity Mean,Convexity Min,Convexity Max,Diameter (ABD) Mean,Diameter (ABD) Min,Diameter (ABD) Max,Diameter (ESD) Mean,Diameter (ESD) Min,Diameter (ESD) Max,Diameter (FD) Mean,Diameter (FD) Min,Diameter (FD) Max,"D[3,2](ABD) Mean","D[3,2](ESD) Mean","D[4,3](ABD) Mean","D[4,3](ESD) Mean",Edge Gradient Mean,Edge Gradient Min,Edge Gradient Max,Elapsed Time Mean,Elapsed Time Min,Elapsed Time Max,Elongation Mean,Elongation Min,Elongation Max,Fiber Curl Mean,Fiber Curl Min,Fiber Curl Max,Fiber Straightness Mean,Fiber Straightness Min,Fiber Straightness Max,Geodesic Aspect Ratio Mean,Geodesic Aspect Ratio Min,Geodesic Aspect Ratio Max,Geodesic Length Mean,Geodesic Length Min,Geodesic Length Max,Geodesic Thickness Mean,Geodesic Thickness Min,Geodesic Thickness Max,Image Height Mean,Image Height Min,Image Height Max,Image Width Mean,Image Width Min,Image Width Max,Intensity Mean,Intensity Min,Intensity Max,Length Mean,Length Min,Length Max,Particles Per Chain Mean,Particles Per Chain Min,Particles Per Chain Max,Perimeter Mean,Perimeter Min,Perimeter Max,Ratio Blue/Green Mean,Ratio Blue/Green Min,Ratio Blue/Green Max,Ratio Red/Blue Mean,Ratio Red/Blue Min,Ratio Red/Blue Max,Ratio Red/Green Mean,Ratio Red/Green Min,Ratio Red/Green Max,Roughness Mean,Roughness Min,Roughness Max,Scatter Area Mean,Scatter Area Min,Scatter Area Max,Scatter Peak Mean,Scatter Peak Min,Scatter Peak Max,Scatter Width Mean,Scatter Width Min,Scatter Width Max,Sigma Intensity Mean,Sigma Intensity Min,Sigma Intensity Max,Sphere Complement Mean,Sphere Complement Min,Sphere Complement Max,Sphere Count Mean,Sphere Count Min,Sphere Count Max,Sphere Unknown Mean,Sphere Unknown Min,Sphere Unknown Max,Sphere Volume Mean,Sphere Volume Min,Sphere Volume Max,Sum Intensity Mean,Sum Intensity Min,Sum Intensity Max,Symmetry Mean,Symmetry Min,Symmetry Max,Transparency Mean,Transparency Min,Transparency Max,Volume (ABD) Mean,Volume (ABD) Min,Volume (ABD) Max,Volume (ESD) Mean,Volume (ESD) Min,Volume (ESD) Max,Width Mean,Width Min,Width Max
60,212000,20,20,2,400,7.4,37856,75712,149967.79,32.01,2.02,1503.29,32.31,2.02,1503.29,0.67,0,1,0.72,0,0.96,0.74,0.03,1,0.78,0.02,1,1.55,1,29.95,28.65,20.03,334.04,0.92,0,1,5.79,1.61,43.75,7.6,5,104.81,5.81,1.61,43.75,9.49,14.32,14.32,29.62,77.71,3.93,231.24,92.23,0.58,187.19,2.44,1,92.09,0.18,0,2.71,0.92,0.27,2.37,0.68,0.01,1,11.09,4.11,234.48,6.14,0.79,34.89,25.12,10,179,24.2,11,215,144.42,28.87,204.8,9.62,5.51,148.06,1.2,1,12,34.47,14.27,475.98,1,0.91,1.09,0.99,0.86,1.18,1,0.93,1.09,1.2,0.46,2.78,0,0,0,0,0,0,0,0,0,33.03,1,75.19,0,0,0,0,0,0,0,0,0,0,0,0,18334.22,2628,386914,0.64,0,1,0.23,0.03,0.87,202.58,2.17,43845.97,527.45,65.48,602864.77,5.18,0.73,56.21
0,200000,20,20,2,100,3,29264,58528,116528.8,138.46,1.62,1963.26,141.51,1.62,2188.5,0.63,0,1,0.57,0,0.94,0.53,0.01,1,0.72,0.01,1,2.52,1,125.76,50.2,20.07,438.41,0.86,0,1,10.25,1.44,50,14.46,5,138,10.33,1.44,52.79,25.54,39.74,31.9,51.86,69.08,3.2,236.06,88.97,0.58,186.25,5.59,1,393.1,0.44,0,3.64,0.76,0.22,4.09,0.4,0,1,28.5,4.69,703.68,6.24,0.6,26.91,35.9,8,333,32.04,11,183,153.13,58.79,238.72,18.31,5.51,187.74,1.25,1,66,69.46,14.44,1410.95,1,0.89,1.14,1,0.87,1.18,1,0.86,1.17,1.32,0.28,3.4,0,0,0,0,0,0,0,0,0,32.48,0.9,74.84,0,0,0,0,0,0,0,0,0,0,0,0,53486.35,1988,618392,0.51,0,1,0.27,0.03,0.93,2357.29,1.55,65438.24,7604.31,65.48,1376040.99,9.75,0.73,82.67
0,200000,20,20,2,100,3,23135,46270,93498.91,163.66,1.62,1957.69,167.3,1.62,2135.68,0.64,0,1,0.58,0,0.95,0.55,0.01,1,0.74,0.01,1,2.53,1,72.9,53.87,20.19,445.51,0.87,0,1,11.28,1.44,49.93,15.63,5,140.33,11.38,1.44,52.15,26.39,41.61,32.28,53.54,70.09,3.73,246.07,89.2,0.56,183.52,5.6,1,227.01,0.44,0,4.95,0.76,0.17,3.37,0.41,0,1,31.02,5.49,596.81,6.74,0.76,45.34,37.48,11,301,33.55,11,206,151.99,51.72,236.19,19.67,5.51,214.93,1.24,1,30,75.5,13.84,1198.88,1,0.88,1.1,1,0.9,1.2,1,0.93,1.12,1.32,0.3,4.34,0,0,0,0,0,0,0,0,0,33.62,0.94,78.21,0,0,0,0,0,0,0,0,0,0,0,0,61230.52,2218,634610,0.52,0,1,0.25,0.03,0.91,2879.52,1.55,65159.93,9283.97,65.48,1446827.22,10.66,0.73,79.73
0,200000,20,20,2,100,3,10732,21464,42493.35,103.72,1.89,1940.98,105.51,1.89,1999.23,0.68,0,1,0.64,0,0.96,0.61,0.07,1,0.8,0.02,1,2.01,1,14.65,43.9,20.16,368.19,0.91,0,1,9.54,1.55,49.71,12.45,5,115.69,9.61,1.55,50.45,19.39,28.32,24.84,38.92,71.09,3.95,187.52,90.48,0.58,187.31,3.92,1,44.01,0.37,0,2.97,0.79,0.25,2.25,0.49,0.02,1,22.36,5.97,296.34,6.86,0.81,28.62,32.72,11,251,29.53,11,155,151.72,46.25,202.18,15.47,5.51,173.78,1.1,1,6,58.43,15.91,606.16,1,0.96,1.07,1,0.93,1.12,1,0.95,1.07,1.3,0.46,2.61,0,0,0,0,0,0,0,0,0,34.48,0.96,77.19,0,0,0,0,0,0,0,0,0,0,0,0,43479.2,2563,588610,0.56,0,1,0.22,0.03,0.87,1340.75,1.95,64327.51,3484.77,65.48,810752.11,8.81,0.73,54.01
5,200000,20,20,2,100,3,72797,145594,294282.43,33.2,2.02,1666.23,33.62,2.02,1670.77,0.64,0.02,1,0.67,0,0.96,0.61,0.05,1,0.73,0.02,1,1.91,1,20.79,30.32,19.87,329.92,0.89,0.07,1,5.86,1.61,46.06,8.13,5,103.46,5.89,1.61,46.12,9.42,12.85,12.95,20.05,72.12,4.19,238.23,91.72,0.58,183.45,3.6,1,63.3,0.36,0,3.19,0.8,0.24,3.86,0.48,0.02,1,14.1,4.29,228.7,5.23,0.8,32.23,26.4,11,221,24.4,12,167,154.38,35.79,211,10.42,5.51,157.61,1.19,1,8,38.66,14.44,465.37,1,0.91,1.09,1,0.85,1.17,1,0.93,1.09,1.27,0.37,2.99,0,0,0,0,0,0,0,0,0,31.68,0.93,81.46,0,0,0,0,0,0,0,0,0,0,0,0,20131.09,2364,445824,0.55,0,1,0.28,0.03,0.89,208.57,2.17,51164.36,531.66,65.48,579916.46,5.41,0.73,48.13
5,200000,20,20,2,100,3,82403,164806,328721.47,36.72,2.16,1866.61,37.25,2.16,2074.27,0.65,0.06,1,0.67,0,0.95,0.61,0.04,1,0.74,0.02,1,1.93,1,26.01,31.08,20.01,453.53,0.89,0.11,1,6.07,1.66,48.75,8.37,5,142.8,6.11,1.66,51.39,10.54,14.74,15.31,27.52,70.86,3.87,227.63,92.62,0.58,185.88,3.68,1,79.71,0.38,0,3.35,0.79,0.23,2.9,0.48,0.01,1,14.61,3.75,295.36,5.32,0.88,32.26,26.72,11,262,24.7,12,162,154.72,53.67,217.8,10.68,5.51,181.86,1.18,1,11,39.86,13.84,600.23,1,0.9,1.1,1,0.87,1.21,1,0.93,1.09,1.28,0.44,3.11,0,0,0,0,0,0,0,0,0,31.56,0.87,75.53,0,0,0,0,0,0,0,0,0,0,0,0,21414.45,2473,561441,0.55,0,1,0.27,0.03,0.85,257.99,2.39,60665.81,665.6,65.48,1524572.09,5.64,0.73,79.73
10,200000,20,20,2,100,3,69697,139394,278322.68,24.77,1.75,1887.85,24.99,1.75,1912.64,0.59,0.04,1,0.65,0,0.95,0.58,0.04,1,0.65,0.02,1,1.99,1,27.75,28.76,19.95,376.17,0.84,0.11,1,5.07,1.49,49.03,7.64,5,118.22,5.08,1.49,49.35,8.44,12.64,13.04,24.76,75.3,4.22,228.37,93.03,0.56,185.7,3.88,1,85.15,0.34,0,2.7,0.82,0.27,3.67,0.44,0.01,1,13.23,3.9,261.18,4.59,0.78,36.01,25.77,11,249,23.93,13,92,153.21,53.22,221.16,10.1,5.51,176.72,1.31,1,10,35.64,13.84,539.03,1,0.92,1.06,1,0.9,1.16,1,0.94,1.09,1.24,0.36,2.83,0,0,0,0,0,0,0,0,0,31.18,1.35,78.78,0,0,0,0,0,0,0,0,0,0,0,0,16335.36,2375,525630,0.54,0,1,0.33,0.03,0.86,139.28,1.75,61704.24,454.45,65.48,865135.68,4.7,0.73,47.39
10,200000,20,20,2,100,3,68644,137288,274046.77,28.1,1.89,1938.96,28.46,1.89,1964.78,0.62,0.06,1,0.66,0,0.96,0.59,0.02,1,0.69,0.03,1,1.99,1,45.45,29.24,20.06,324.48,0.86,0.12,1,5.37,1.55,49.69,7.79,5,101.71,5.4,1.55,50.02,9.08,12.23,13.75,20.08,73.15,5.03,229.21,93.41,0.58,185.73,3.87,1,140.77,0.38,0,4.76,0.79,0.17,2.86,0.44,0.01,1,13.77,3.9,279.09,4.78,0.95,34.37,25.93,12,178,24.06,12,136,154.01,33.54,212,10.14,5.51,150.27,1.24,1,12,37.1,14.44,562.44,1,0.88,1.08,1,0.85,1.18,1,0.92,1.08,1.27,0.41,4.06,0,0,0,0,0,0,0,0,0,30.73,1.15,76.01,0,0,0,0,0,0,0,0,0,0,0,0,17854.45,2487,600946,0.54,0,1,0.31,0.03,0.83,170.06,1.95,64226.87,458.22,65.48,550898.04,5.01,0.73,51.07
20,200000,20,20,2,100,3,58001,116002,229772.87,25.7,2.02,1737.82,26.04,2.02,1793.34,0.61,0.04,1,0.66,0,0.95,0.61,0.04,1,0.68,0.02,1,1.89,1,26.49,28.52,19.97,306.84,0.86,0.14,1,5.16,1.61,47.04,7.56,5,96.16,5.19,1.61,47.78,8.51,11.9,12.81,21.76,77.07,5.5,238.43,93.12,0.56,187.19,3.55,1,81.22,0.32,0,3.03,0.83,0.25,3.52,0.48,0.01,1,12.75,3.9,306.21,4.84,0.85,28.46,25.53,11,219,23.91,13,189,150.37,52.3,218.9,9.9,5.51,148.06,1.28,1,10,35.19,13.84,624.73,1,0.92,1.06,1,0.88,1.2,1,0.93,1.12,1.24,0.39,2.92,0,0,0,0,0,0,0,0,0,30.94,1.35,76.02,0,0,0,0,0,0,0,0,0,0,0,0,16482.92,2521,553935,0.55,0,1,0.31,0.03,0.87,145.84,2.17,54496.73,415.2,65.48,465519.5,4.77,0.73,58.42
20,200000,20,20,2,100,3,56644,113288,222171.93,28.17,1.89,1867.12,28.57,1.89,1909.1,0.62,0.05,1,0.67,0,0.95,0.62,0.04,1,0.7,0.02,1,1.86,1,25.06,28.86,20.03,292.38,0.87,0.13,1,5.36,1.55,48.76,7.67,5,91.52,5.39,1.55,49.3,9.15,12.09,13.72,20,76.77,7,230.03,93.24,0.56,189.03,3.46,1,76.7,0.32,0,3.13,0.83,0.24,4.08,0.49,0.01,1,12.88,3.75,222.09,5.03,0.88,30.35,25.64,11,185,24.05,13,102,150.2,54.42,223.48,9.95,5.51,138.51,1.26,1,6,35.82,13.84,463.36,1,0.92,1.09,1,0.85,1.2,1,0.93,1.11,1.24,0.33,3.07,0,0,0,0,0,0,0,0,0,31.08,1.54,76.49,0,0,0,0,0,0,0,0,0,0,0,0,17423.35,2286,480533,0.56,0,1,0.3,0.02,0.85,171.81,1.95,60690.46,438.77,65.48,401416.64,4.96,0.73,48.86
30,200000,20,20,2,100,3,53559,107118,212012.4,23.72,1.75,1802.93,23.95,1.75,1802.93,0.58,0.04,1,0.66,0,0.95,0.63,0.05,1,0.65,0.01,1,1.82,1,21.09,28.04,19.99,276.87,0.85,0.12,1,4.94,1.49,47.91,7.41,5,86.58,4.95,1.49,47.91,8.73,12.18,14.75,22.05,81.65,5.84,229.93,93.66,0.58,187.33,3.32,1,64.23,0.25,0,2.69,0.88,0.27,4.08,0.5,0.02,1,11.91,3.75,226.33,4.83,0.92,36.56,25.34,11,163,23.79,13,121,146.25,54.5,209.5,9.83,5.51,112.79,1.34,1,11,33.47,13.84,463.72,1,0.89,1.1,1,0.85,1.23,1,0.92,1.13,1.2,0.31,2.65,0,0,0,0,0,0,0,0,0,31.42,1.77,73.64,0,0,0,0,0,0,0,0,0,0,0,0,15087.23,2214,425642,0.56,0,1,0.32,0.02,0.88,138.12,1.75,57588.23,410.92,65.48,339868.22,4.5,1.1,55.48
30,200000,20,20,2,100,3,54280,108560,214481.21,23.61,2.02,1775.67,23.83,2.02,2428.18,0.58,0.05,1,0.66,0,0.96,0.62,0.04,1,0.65,0.03,1,1.82,1,27.65,27.99,19.96,251.41,0.85,0.12,1,4.95,1.61,47.55,7.39,5,78.5,4.97,1.61,55.6,8.3,11.34,13.2,18.85,81.54,5.41,226.16,93.56,0.56,187.67,3.34,1,84.86,0.26,0,2.9,0.87,0.26,2.84,0.5,0.01,1,11.97,3.75,243.83,4.82,0.91,33.21,25.38,9,141,23.68,13,121,146.32,33.85,212.31,9.8,5.51,108.38,1.33,1,11,33.59,13.84,495.31,1,0.92,1.08,1,0.84,1.15,1,0.91,1.1,1.2,0.46,2.59,0,0,0,0,0,0,0,0,0,31.44,1.27,76.42,0,0,0,0,0,0,0,0,0,0,0,0,15110.75,2188,489099,0.56,0,1,0.32,0.03,0.85,130.7,2.17,56286.75,375.91,65.48,253294.87,4.52,1.1,52.54
40,200000,20,20,2,100,3,53810,107620,213389.28,23.72,2.02,1889.37,24.06,2.02,2423.6,0.58,0.04,1,0.67,0,0.96,0.63,0.03,1,0.65,0.01,1,1.79,1,30.39,28,20.03,385.75,0.85,0.15,1,4.94,1.61,49.05,7.39,5,121.28,4.95,1.61,55.55,8.85,15.32,15.45,40.95,83.47,7.02,234.06,92.79,0.56,187,3.25,1,93.48,0.24,0,2.64,0.89,0.27,4.23,0.51,0.01,1,11.8,4.11,324.34,4.87,0.83,35.43,25.31,12,267,23.77,13,117,144.24,56.34,209.62,9.81,5.51,187.74,1.34,1,8,33.33,14.27,656.79,1,0.91,1.09,1,0.85,1.2,1,0.92,1.09,1.19,0.3,2.62,0,0,0,0,0,0,0,0,0,31.36,1.86,75.46,0,0,0,0,0,0,0,0,0,0,0,0,14944.25,2601,616206,0.57,0,1,0.32,0.03,0.87,139.93,2.17,61778.65,529.28,65.48,934106.74,4.48,1.1,46.66
40,200000,20,20,2,100,3,55803,111606,220895.24,23.68,1.75,1934.4,23.91,1.75,2237.8,0.59,0.05,1,0.67,0,0.96,0.63,0.03,1,0.66,0.02,1,1.81,1,30.19,27.92,20.06,318.51,0.85,0.13,1,4.96,1.49,49.63,7.37,5,99.81,4.98,1.49,53.38,8.44,12,13.95,23.74,82.47,7.18,232.59,92.75,0.58,187.34,3.3,1,92.84,0.26,0,2.46,0.87,0.29,3.3,0.5,0.01,1,11.95,3.75,229.09,4.84,0.93,31.46,25.29,12,220,23.7,13,168,144.9,41.38,218.32,9.76,5.51,151.74,1.31,1,13,33.57,13.84,463.11,1,0.93,1.1,1,0.84,1.16,1,0.93,1.08,1.21,0.4,2.45,0,0,0,0,0,0,0,0,0,31.11,2.21,76.38,0,0,0,0,0,0,0,0,0,0,0,0,15029.26,2214,571250,0.56,0,1,0.32,0.03,0.85,133.25,1.75,64000.63,397.35,65.48,520625.15,4.51,0.73,57.68
50,200000,20,20,2,100,3,58018,116036,229075.46,22.86,1.89,1944.53,23.03,1.89,2220.52,0.58,0.05,1,0.66,0,0.95,0.63,0.06,1,0.65,0.02,1,1.8,1,17.03,27.88,19.99,271.9,0.85,0.13,1,4.92,1.55,49.76,7.36,5,84.97,4.93,1.55,53.17,7.89,10.91,12.18,17.63,83.82,8.08,241.46,92.8,0.58,187.83,3.27,1,51.5,0.25,0,2.46,0.88,0.29,3.68,0.5,0.02,1,11.87,3.75,186.55,4.8,0.98,26.69,25.29,11,171,23.7,14,108,143.27,39.03,209.13,9.78,5.51,123.81,1.33,1,6,33.35,13.84,383.84,1,0.92,1.11,1,0.82,1.16,1,0.92,1.09,1.2,0.33,2.51,0,0,0,0,0,0,0,0,0,30.74,1.77,74.95,0,0,0,0,0,0,0,0,0,0,0,0,14607.36,2301,610573,0.56,0,1,0.32,0.03,0.86,120.23,1.95,64503.77,354.81,65.48,321231.26,4.45,0.73,44.46
50,200000,20,20,2,100,3,56052,112104,221426.35,25.63,2.02,1831.23,25.92,2.02,1855.49,0.61,0.07,1,0.67,0,0.96,0.65,0.05,1,0.68,0.02,1,1.75,1,21.23,28.21,20.1,339.25,0.87,0.16,1,5.16,1.61,48.29,7.46,5,106.46,5.18,1.61,48.61,8.56,12.42,12.97,25.82,82.51,6.32,231.09,92.59,0.59,187.72,3.11,1,64.68,0.25,0,2.51,0.88,0.29,3.37,0.53,0.02,1,11.92,3.9,212.72,5.09,0.9,31.79,25.36,11,235,23.83,13,113,143.85,49.3,221.61,9.79,5.51,162.02,1.29,1,6,34.02,13.84,437.62,1,0.87,1.09,1,0.86,1.23,1,0.93,1.08,1.21,0.38,2.67,0,0,0,0,0,0,0,0,0,30.77,1.97,77.57,0,0,0,0,0,0,0,0,0,0,0,0,15833.9,2331,478781,0.57,0,1,0.3,0.03,0.84,146.23,2.17,58949.03,424.99,65.48,631846.1,4.69,1.1,52.54
0,200000,20,20,2,100,5,94800,189600,373825.32,64.04,1.62,1963.26,65.19,1.62,2184.44,0.62,0,1,0.61,0,0.96,0.56,0.01,1,0.71,0,1,2.36,1,70.26,38.46,19.98,514.63,0.88,0,1,7.48,1.44,50,10.72,5,162.29,7.53,1.44,52.74,16.52,27.6,23.56,46.1,66,3.15,220.25,93.23,0.58,188.05,5.06,1,218.73,0.38,0,3.32,0.79,0.23,3.96,0.43,0,1,19.42,4.76,715.67,5.64,0.58,31.94,30.6,10,307,26.96,11,224,153.76,50.64,209.22,13.85,5.51,223.75,1.19,1,29,50.11,13.84,1437.89,1,0.95,1.09,0.99,0.92,1.1,1,0.93,1.08,1.29,0.27,3.53,0,0,0,0,0,0,0,0,0,29.42,0.75,78.77,0,0,0,0,0,0,0,0,0,0,0,0,30016.75,1967,658286,0.53,0,1,0.28,0.03,0.93,705.21,1.55,65438.24,2495.74,65.48,2238019.28,6.89,0.73,86.34
0,200000,20,20,2,100,5,94108,188216,371381.35,64.15,1.62,1960.73,65.34,1.62,2236.28,0.62,0,1,0.61,0,0.95,0.56,0.02,1,0.71,0.01,1,2.36,1,50.51,38.46,20.05,608.28,0.88,0,1,7.48,1.44,49.96,10.72,5,192.15,7.54,1.44,53.36,16.54,27.25,23.57,45,65.78,3.21,219.63,93.19,0.58,187.92,5.06,1,156.69,0.39,0,3.67,0.79,0.21,4.03,0.43,0.01,1,19.45,5.08,484.28,5.63,0.58,31.31,30.57,9,402,27,11,198,154.52,46.97,213.88,13.85,5.51,293.55,1.19,1,19,50.16,13.84,978.4,1,0.91,1.07,0.99,0.9,1.21,1,0.93,1.09,1.29,0.3,3.47,0,0,0,0,0,0,0,0,0,29.54,0.89,77.91,0,0,0,0,0,0,0,0,0,0,0,0,30279.21,1754,614270,0.53,0,1,0.28,0.03,0.91,707.13,1.55,65311.69,2459.64,65.48,3714677.75,6.89,0.73,73.11
5,200000,20,20,2,100,5,49649,99298,199660.03,34.02,1.75,1951.62,34.34,1.75,1968.33,0.67,0,1,0.71,0,0.96,0.71,0.03,1,0.77,0.02,1,1.64,1,34.28,29.51,20.08,435.62,0.91,0,1,5.92,1.49,49.85,7.87,5,137.12,5.94,1.49,50.06,9.86,15.52,14.5,38.01,74.99,3.41,227.3,91.8,0.58,184.41,2.73,1,105.7,0.2,0,3.2,0.91,0.24,2.94,0.65,0.01,1,11.8,3.9,318.99,6.09,0.73,37.53,25.83,10,300,24.14,11,116,148.97,49.39,213.1,9.99,5.51,209.79,1.19,1,13,35.78,14.44,644.01,1,0.94,1.06,1,0.91,1.14,1,0.95,1.07,1.21,0.46,3.23,0,0,0,0,0,0,0,0,0,34.02,0.89,77.06,0,0,0,0,0,0,0,0,0,0,0,0,19571.55,2015,481645,0.63,0,1,0.24,0.02,0.87,223.71,1.75,64856.79,620.89,65.48,1349952.73,5.32,0.73,51.07
5,200000,20,20,2,100,5,47745,95490,193212.06,34.53,1.89,1924.28,34.88,1.89,1924.28,0.67,0,1,0.71,0,0.96,0.71,0.05,1,0.77,0.02,1,1.63,1,20.92,29.48,20.09,482.94,0.91,0,1,5.94,1.55,49.5,7.86,5,152.16,5.96,1.55,49.5,10.16,14.79,15.3,32.73,74.93,3.42,227.59,91.88,0.58,183.24,2.69,1,63.69,0.2,0,3,0.91,0.25,3.26,0.65,0.02,1,11.74,4.11,274.55,6.13,0.77,33.7,25.78,12,323,24.15,11,204,149.17,51.7,209.64,9.97,5.51,231.83,1.18,1,11,35.74,14.44,561.92,1,0.95,1.07,1,0.92,1.08,1,0.95,1.06,1.21,0.4,2.7,0,0,0,0,0,0,0,0,0,34.25,0.84,77.48,0,0,0,0,0,0,0,0,0,0,0,0,19731.69,2306,535182,0.63,0,1,0.23,0.03,0.88,233.92,1.95,63498.89,588.87,65.48,1844766.94,5.33,0.73,47.39
10,200000,20,20,2,100,5,40749,81498,162387.65,33.02,1.89,1916.18,33.31,1.89,2066.15,0.67,0.04,1,0.72,0,0.96,0.73,0.03,1,0.77,0.02,1,1.56,1,30.48,28.9,20.03,556.67,0.91,0.07,1,5.84,1.55,49.39,7.68,5,175.66,5.86,1.55,51.29,9.84,16.51,15.11,52.52,77.87,3.81,240.29,93.18,0.58,186.06,2.47,1,93.75,0.18,0,3.09,0.92,0.24,3.41,0.68,0.01,1,11.19,4.11,320.56,6.18,0.81,36.79,25.39,12,239,24.08,12,379,146.38,49.05,205.47,9.72,5.51,271.51,1.2,1,8,34.74,14.44,649.37,1,0.95,1.07,1,0.9,1.11,1,0.94,1.06,1.2,0.41,3.19,0,0,0,0,0,0,0,0,0,34.41,0.73,82.47,0,0,0,0,0,0,0,0,0,0,0,0,18854.7,2301,628324,0.64,0,1,0.23,0.03,0.89,216.53,1.95,63098.5,626.54,65.48,2837935.94,5.23,0.73,54.01
10,200000,20,20,2,100,5,42194,84388,163090.32,33.98,1.75,1946.55,34.33,1.75,2446.02,0.67,0.03,1,0.72,0,0.96,0.72,0.01,1,0.77,0.01,1,1.72,1,75.72,29.9,20.02,390.46,0.91,0.05,1,5.89,1.49,49.78,8,5,122.77,5.91,1.49,55.81,10.43,30.12,16.86,68.67,78.79,4.03,254.33,95.24,0.56,191.83,2.98,1,235.86,0.18,0,3.41,0.92,0.23,3.62,0.67,0,1,12.03,4.11,595.45,6.13,0.6,33.78,26.06,11,271,24.36,12,175,146.49,39.7,206.04,10.2,5.51,189.21,1.24,1,25,36.33,14.27,1197.8,1,0.89,1.16,1,0.78,1.26,1,0.88,1.13,1.21,0.29,3.15,0,0,0,0,0,0,0,0,0,34.4,0.99,78.24,0,0,0,0,0,0,0,0,0,0,0,0,19193.2,1620,575957,0.64,0,1,0.23,0.02,0.92,236.25,1.75,64604.56,1490.25,65.48,968959.13,5.32,0.73,81.93
10,200000,20,20,2,100,5,39618,79236,153133.44,34.63,2.02,1938.96,35.07,2.02,2525.58,0.68,0.03,1,0.73,0,0.96,0.74,0.02,1,0.78,0.02,1,1.56,1,40.4,29.14,20,326.73,0.92,0.06,1,5.94,1.61,49.69,7.76,5,102.55,5.96,1.61,56.71,10.65,17.56,17.33,37.69,77.77,3.9,248.74,95.58,0.58,191.81,2.47,1,124.93,0.18,0,5.89,0.92,0.15,3.16,0.68,0.01,1,11.4,3.9,463.36,6.26,0.77,35.21,25.51,11,195,24.15,12,176,146.38,40.4,208.59,9.79,5.51,156.88,1.18,1,22,35.33,14.44,934.13,1,0.93,1.05,1,0.92,1.1,1,0.94,1.06,1.21,0.36,4.64,0,0,0,0,0,0,0,0,0,34.56,0.67,80.53,0,0,0,0,0,0,0,0,0,0,0,0,19498.13,2376,623712,0.64,0,1,0.22,0.02,0.87,245.78,2.17,64226.87,709.47,65.48,564608.56,5.31,0.73,56.95
20,200000,20,20,2,100,5,36929,73858,139489.34,31.66,1.89,1711.59,31.93,1.89,2941.74,0.67,0.03,1,0.73,0,0.96,0.75,0.02,1,0.78,0,1,1.51,1,51.55,28.47,20.06,395.01,0.92,0.05,1,5.76,1.55,46.68,7.54,5,124.18,5.77,1.55,61.2,9.53,14.2,14.84,29.83,80.75,4.05,240.33,97.98,0.56,196.28,2.33,1,159.95,0.16,0,3.37,0.94,0.23,7.98,0.69,0.01,1,10.81,3.9,306.39,6.2,0.79,39.17,25.12,11,271,24.05,12,153,143.39,39.11,208.21,9.54,5.51,189.21,1.21,1,16,34.01,14.44,622.28,1,0.95,1.07,1,0.88,1.09,1,0.93,1.05,1.19,0.14,3.31,0,0,0,0,0,0,0,0,0,34.01,0.78,77.02,0,0,0,0,0,0,0,0,0,0,0,0,18114.05,2502,536401,0.65,0,1,0.23,0.02,0.95,201.23,1.95,53267.76,514.63,65.48,1002688.83,5.14,0.73,59.15
20,200000,20,20,2,100,5,39120,78240,137121.86,31.99,1.89,1723.19,32.25,1.89,1755.48,0.67,0.04,1,0.73,0,0.96,0.75,0.02,1,0.78,0.01,1,1.52,1,42.77,28.5,20.02,261.34,0.92,0.11,1,5.77,1.55,46.84,7.55,5,81.62,5.78,1.55,47.28,9.74,13.44,15.19,24.37,80.46,3.29,233.59,105.79,0.56,211.49,2.35,1,132.37,0.16,0,2.83,0.93,0.26,2.52,0.69,0.01,1,10.83,3.9,215.38,6.2,0.84,32.09,25.14,11,177,24.04,12,107,143.48,32.68,203.16,9.54,5.51,122.34,1.21,1,19,34.06,14.44,434.59,1,0.95,1.05,1,0.91,1.1,1,0.96,1.05,1.2,0.42,3.1,0,0,0,0,0,0,0,0,0,33.72,0.78,76.21,0,0,0,0,0,0,0,0,0,0,0,0,18155.4,2513,469477,0.65,0,1,0.23,0.02,0.87,207.77,1.95,53810.12,485.71,65.48,284742.82,5.15,0.73,45.19
